0000;Zero
0001;One
0002;Two
0003;Three
0004;Four
0005;Five
0006;Point zero
0007;Point one
0008;Point two
0009;Point three
0010;Point four
0011;Point five
0012;Point six
0013;Point seven
0014;Point eight
0015;Point nine
0021;Warning
0022;Error
0023;Alert
0024;Feet
0025;Foot
0026;
0027;
0028;Welcome Message
0029;Limit
0030;RPM
0031;Flight Battery Low
0032;Radio Voltage
0033;Current
0034;Altitude
0035;Point
0036;Volts
0037;Volt
0038;Minutes
0039;Minute
0040; Pack Voltage
0041;30 Seconds
0042;20 Seconds
0043;10 Seconds
0044;Percent
0045;Inactivity Alarm
0046;Radio Battery Low
0047;Degrees
0048;Degree
0049; Receiver Voltage
0050;Temperature
0051;Amps
0052;Amp
0053;Seconds
0054;Second
0055;DB
0056;Meters
0057;Meter
0058;No Telemetry
0059;
0060;
0061;
0062;
0063;
0064;
0065;
0066;
0067;
0068;
0069;
0070;RSSI Alert
0071;TSSI Alert
0072;
0073;
0074;
0075;
0076;
0077;
0078;
0079;
0080;
0081;
0082;
0083;
0084;
0085;
0086;
0087;
0088;
0089;
0090;
0091;
0092;
0093;
0094;
0095;
0096;
0097;
0098;
0099;
0100;Hundred
0101;100
0102;200
0103;300
0104;400
0105;500
0106;600
0107;700
0108;800
0109;900
0110;Thousand
0111;1000
0112;2000
0113;3000
0114;4000
0115;5000
0116;6000
0117;7000
0118;8000
0119;9000
0120;10000
0121;11000
0122;12000
0123;13000
0124;14000
0125;15000
0126;16000
0127;17000
0128;18000
0129;19000
0130;20000
0131;
0132;
0133;
0134;
0135;
0136;
0137;
0138;
0139;
0140;
0141;
0142;
0143;
0144;Flaps Up
0145;Flaps 1
0146;Flaps 2
0147;Flaps 1
0148;Throttle Enabled.
0149;Throttle Disabled.
0150; Gear Up
0151; Gear Down
0152; Lights On
0153; Lights Off
0154; Beacon On
0155; Beacon Off
0156; Strobe On
0157; Strobe Off
0158; Throttle Hold Inactive
0159; Throttle Hold Active
0160; Throttle-Cut Active
0161; Throttle-Cut Inactive
0162; Aileron Rate Low
0163; 
0164; Aileron Rate High
0165; Elevator Rate Low
0166; 
0167; Elevator Rate High
0168;
0169;
0170;
0171;
0172;
0173;
0174;
0175;
0176;
0177;
0178;
0179;
0180;
0181;
0182;
0183;
0184;
0185;
0186;
0187;
0188;
0189;
0190;
0191;
0192;
0193;
0194;
0195;
0196;
0197;
0198;
0199;
0200;
0201;
0202;
0203;
0204;
0205;
0206;
0207;
0208;
0209;
0210;
0211;
0212;
0213;
0214;
0215;
0216;
0217;
0218;
0219;
0220;
0221;
0222;
0223;
0224;
0225;
0226;
0227;
0228;
0229;
0230;
0231;
0232;
0233;
0234;
0235;
0236;
0237;
0238;
0239;
0240;
0241;
0242;
0243;
0244;
0245;
0246;
0247;
0248;
0249;
0250;
0251;
0252;
0253;
0254;
0255;
0256;
0257;
0258;
0259;
0260; Trex 450
0261; Trex 250
0262; Mikrokopter
0263; gimbal control
0264; skywalker
0265;
0266;
0267;
0268;
0269;
0270;
0271;
0272;
0273;
0274;
0275;
0276;
0277;
0278;
0279;
0280;
0281;
0282;
0283;
0284;
0285;
0286;
0287;
0288;
0289;
0290;
0291;
0292;
0293;
0294;
0295;
0296;
0297;
0298;
0299;
0300;
0301;
0302;
0303;
0304;
0305;
0306;
0307;
0308;
0309;
0310;
0311;
0312;
0313;
0314;
0315;
0316;
0317;
0318;
0319;
0320;
0321;
0322;
0323;
0324;
0325;
0326;
0327;
0328;
0329;
0330;
0331;
0332;
0333;
0334;
0335;
0336;
0337;
0338;
0339;
0340;
0341;
0342;
0343;
0344;
0345;
0346;
0347;
0348;
0349;
0350;
0351;
0352;
0353;
0354;
0355;
0356;
0357;
0358;
0359;
0360;
0361;
0362;
0363;
0364;
0365;
0366;
0367;
0368;
0369;
0370;
0371;
0372;
0373;
0374;
0375;
0376;
0377;
0378;
0379;
0380;
0381;
0382;
0383;;
0384;
0385;
0386;
0387;
0388;
0389;
0390;
0391;
0392;
0393;
0394;
0395;
0396;
0397;
0398;
0399;
0400;0
0401;1
0402;2
0403;3
0404;4
0405;5
0406;6
0407;7
0408;8
0409;9
0410;10
0411;11
0412;12
0413;13
0414;14
0415;15
0416;16
0417;17
0418;18
0419;19
0420;20
0421;21
0422;22
0423;23
0424;24
0425;25
0426;26
0427;27
0428;28
0429;29
0430;30
0431;31
0432;32
0433;33
0434;34
0435;35
0436;36
0437;37
0438;38
0439;39
0440;40
0441;41
0442;42
0443;43
0444;44
0445;45
0446;46
0447;47
0448;48
0449;49
0450;50
0451;51
0452;52
0453;53
0454;54
0455;55
0456;56
0457;57
0458;58
0459;59
0460;60
0461;61
0462;62
0463;63
0464;64
0465;65
0466;66
0467;67
0468;68
0469;69
0470;70
0471;71
0472;72
0473;73
0474;74
0475;75
0476;76
0477;77
0478;78
0479;79
0480;80
0481;81
0482;82
0483;83
0484;84
0485;85
0486;86
0487;87
0488;88
0489;89
0490;90
0491;91
0492;92
0493;93
0494;94
0495;95
0496;96
0497;97
0498;98
0499;99
0500;
0501;;//  * These Files might not be needed
0502;;
0503;;Files in RED must NOT have their file number changed
0504;;
0505;;Model names
0506;;
0507;;All the other files can have any available number (This could change)
0508;;
0509;;
0510;;
0511;;
0512;;
