0000;0;
0001;1;
0002;2;
0003;3;
0004;4;
0005;5;
0006;;egész
0007;Egész egytized;
0008;Egész kéttized;
0009;Egész háromtized;
0010;Egész négytized;
0011;Egész öttized;
0012;Egész hattized;
0013;Egész héttized;
0014;Egész nyolctized;
0015;Egész kilenctized;
0016;;
0017;;
0018;;
0019;;
0020;;
0021;Figyelem!;
0022;Hiba!;
0023;Veszély!!!;
0024;Láb;
0025;Láb;
0026;Kapcsolj Ki!!;
0027;Szia!;
0028;Üdvözlõ üzenet;
0029;Határérték;
0030;;
0031;Motor akku feszültség: alacsony!;
0032;Feszültség;
0033;Áram;
0034;Magasság;
0035;Egész;
0036;Volt.;
0037;Volt.;
0038;Perc.;
0039;Perc.;
0040;;
0041;30 másodperc!;
0042;20 másodperc!;
0043;10 másodperc!;
0044;Százalék;
0045;Kop-kop!! Ugye, nem felejtettél el?;
0046;Alacsony rádióakku feszültség!;
0047;Fok;
0048;Fok;
0049;;
0050;;
0051;Amper;
0052;Amper;
0053;Másodperc;
0054;Másodperc;
0055;decibel;
0056;Méter;
0057;Méter;
0058;Nincs telemetria!;
0059;;
0060;;
0061;;
0062;;
0063;;
0064;;
0065;;
0066;;
0067;;
0068;;
0069;;
0070;Vételi szint alacsony!;
0071;Telemetria szint alacsony!;
0072;;
0073;;
0074;;
0075;;
0076;;
0077;;
0078;;
0079;;
0080;;
0081;;
0082;;
0083;;
0084;;
0085;;
0086;;
0087;;
0088;;
0089;;
0090;;
0091;;
0092;;
0093;;
0094;;
0095;;
0096;;
0097;;
0098;;
0099;;
0100;Száz;
0101;100;
0102;200;
0103;300;
0104;400;
0105;500;
0106;600;
0107;700;
0108;800;
0109;900;
0110;1000;
0111;1000;
0112;2000;
0113;3000;
0114;4000;
0115;5000;
0116;6000;
0117;7000;
0118;8000;
0119;9000;
0120;10000;
0121;11000;
0122;12000;
0123;13000;
0124;14000;
0125;15000;
0126;16000;
0127;17000;
0128;18000;
0129;19000;
0130;20000;
0131;;
0132;;
0133;;
0134;;
0135;;
0136;;
0137;;
0138;;
0139;;
0140;;
0141;;
0142;;
0143;;
0144;Fékszárny fent!;
0145;1-es fékszárny;
0146;2-es fékszárny;
0147;3-as fékszárny;
0148;Gáz engedélyezve!, Felszállásra kész!;
0149;Gáz tiltva!, A repülõ biztonságos!;
0150;Futómû bent!;
0151;Futómû kint!;
0152;Világítás bekapcsolva!;
0153;Világítás kikapcsolva!;
0154;Jelzõfények bekapcsolva!;
0155;Jelzõfények kikapcsolva!;
0156;Villógó jelzés bekapcsolva!;
0157;Villogó jelzés kikapcsolva!;
0158;Gázkar rögzítés inaktív!;
0159;Gázkar rögzítve!;
0160;Fojtás aktív;
0161;Fojtás inaktív;
0162;Csûrõkitérés alacsony;
0163;;
0164;Csûrõkitérés magas;
0165;Magassági kitérés alacsony;
0166;;
0167;Magassági kitérés magas;
0168;;
0169;;
0170;;
0171;;
0172;;
0173;;
0174;;
0175;;
0176;;
0177;;
0178;;
0179;;
0180;;
0181;;
0182;;
0183;;
0184;;
0185;;
0186;;
0187;;
0188;;
0189;;
0190;;
0191;;
0192;;
0193;;
0194;;
0195;;
0196;;
0197;;
0198;;
0199;;
0200;;
0201;;
0202;;
0203;;
0204;;
0205;;
0206;;
0207;;
0208;;
0209;;
0210;;
0211;;
0212;;
0213;;
0214;;
0215;;
0216;;
0217;;
0218;;
0219;;
0220;;
0221;;
0222;;
0223;;
0224;;
0225;;
0226;;
0227;;
0228;;
0229;;
0230;;
0231;;
0232;;
0233;;
0234;;
0235;;
0236;;
0237;;
0238;;
0239;;
0240;;
0241;;
0242;;
0243;;
0244;;
0245;;
0246;;
0247;;
0248;;
0249;;
0250;;
0251;;
0252;;
0253;;
0254;;
0255;;
0256;;
0257;;
0258;;
0259;;
0260;;Bemutatkozó szöveg modellmemóriából //* nm biztos, hogy kell
0261;Szia! E R 9 iksz vagyok. Kérlek ellenõrizd a modellmemóriát felszállás elõtt.;
0262;;
0263;;
0264;;
0265;;
0266;;
0267;;
0268;;
0269;;
0270;;
0271;;
0272;;
0273;;
0274;;
0275;;
0276;;
0277;;
0278;;
0279;;
0280;;
0281;;
0282;;
0283;;
0284;;
0285;;
0286;;
0287;;
0288;;
0289;;
0290;;
0291;;
0292;;
0293;;
0294;;
0295;;
0296;;
0297;;
0298;;
0299;;
0300;;
0301;;
0302;;
0303;;
0304;;
0305;;
0306;;
0307;;
0308;;
0309;;
0310;;
0311;;
0312;;
0313;;
0314;;
0315;;
0316;;
0317;;
0318;;
0319;;
0320;;
0321;;
0322;;
0323;;
0324;;
0325;;
0326;;
0327;;
0328;;
0329;;
0330;;
0331;;
0332;;
0333;;
0334;;
0335;;
0336;;
0337;;
0338;;
0339;;
0340;;
0341;;
0342;;
0343;;
0344;;
0345;;
0346;;
0347;;
0348;;
0349;;
0350;;
0351;;
0352;;
0353;;
0354;;
0355;;
0356;;
0357;;
0358;;
0359;;
0360;;
0361;;
0362;;
0363;;
0364;;
0365;;
0366;;
0367;;
0368;;
0369;;
0370;;
0371;;
0372;;
0373;;
0374;;
0375;;
0376;;
0377;;
0378;;
0379;;
0380;;
0381;;
0382;;
0383;;
0384;;
0385;;
0386;;
0387;;
0388;;
0389;;
0390;;
0391;;
0392;;
0393;;
0394;;
0395;;
0396;;
0397;;
0398;;
0399;;
0400;;
0401;1;
0402;2;
0403;3;
0404;4;
0405;5;
0406;6;
0407;7;
0408;8;
0409;9;
0410;10;
0411;11;
0412;12;
0413;13;
0414;14;
0415;15;
0416;16;
0417;17;
0418;18;
0419;19;
0420;20;
0421;21;
0422;22;
0423;23;
0424;24;
0425;25;
0426;26;
0427;27;
0428;28;
0429;29;
0430;30;
0431;31;
0432;32;
0433;33;
0434;34;
0435;35;
0436;36;
0437;37;
0438;38;
0439;39;
0440;40;
0441;41;
0442;42;
0443;43;
0444;44;
0445;45;
0446;46;
0447;47;
0448;48;
0449;49;
0450;50;
0451;51;
0452;52;
0453;53;
0454;54;
0455;55;
0456;56;
0457;57;
0458;58;
0459;59;
0460;60;
0461;61;
0462;62;
0463;63;
0464;64;
0465;65;
0466;66;
0467;67;
0468;68;
0469;69;
0470;70;
0471;71;
0472;72;
0473;73;
0474;74;
0475;75;
0476;76;
0477;77;
0478;78;
0479;79;
0480;80;
0481;81;
0482;82;
0483;83;
0484;84;
0485;85;
0486;86;
0487;87;
0488;88;
0489;89;
0490;90;
0491;91;
0492;92;
0493;93;
0494;94;
0495;95;
0496;96;
0497;97;
0498;98;
0499;99;
0500;;
0501;;
0502;;
0503;;
0504;;
0505;;
0506;;
0507;;
0508;;
0509;;
0510;;
0511;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
